"lea_code","lea_name","school_code","school_name","assessment","assessmenttype","cohort","subject","grade","year","subgroup","percent_level_1","percent_level_2","percent_level_3","percent_level_4","percent_level_5","percent_proficient","percent_proficient_3+"
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","4th Grade","2014-2015","All",0.52,0.12,0.36,NA,NA,0.64,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","5th Grade","2014-2015","All",0.3,0.28,0.43,NA,NA,0.57,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","5th Grade","2014-2015","All",0.54,0.19,0.27,NA,NA,0.73,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","5th Grade","2014-2015","All",0.48,0.28,0.25,NA,NA,0.75,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","5th Grade","2014-2015","All",0.45,0.26,0.29,NA,NA,0.71,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","5th Grade","2014-2015","All",0.49,0.22,0.3,NA,NA,0.7,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","6th Grade","2014-2015","All",0.55,0.28,0.17,NA,NA,0.83,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","6th Grade","2014-2015","All",0.69,0.23,0.08,NA,NA,0.92,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","6th Grade","2014-2015","All",0.66,0.22,0.12,NA,NA,0.88,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","6th Grade","2014-2015","All",0.56,0.25,0.19,NA,NA,0.81,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","6th Grade","2014-2015","All",0.59,0.27,0.14,NA,NA,0.86,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","7th Grade","2014-2015","All",0.5,0.26,0.24,NA,NA,0.76,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","7th Grade","2014-2015","All",0.7,0.14,0.16,NA,NA,0.84,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","7th Grade","2014-2015","All",0.52,0.28,0.2,NA,NA,0.8,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","7th Grade","2014-2015","All",0.44,0.3,0.26,NA,NA,0.74,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","7th Grade","2014-2015","All",0.64,0.2,0.16,NA,NA,0.84,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","8th Grade","2014-2015","All",0.67,0.09,0.24,NA,NA,0.76,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","8th Grade","2014-2015","All",0.73,0.18,0.09,NA,NA,0.91,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","8th Grade","2014-2015","All",0.67,0.18,0.15,NA,NA,0.85,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","8th Grade","2014-2015","All",0.52,0.21,0.27,NA,NA,0.73,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","8th Grade","2014-2015","All",0.79,0.12,0.09,NA,NA,0.91,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","All","2014-2015","All",0.43,0.25,0.32,NA,NA,0.68,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","All","2014-2015","All",0.63,0.18,0.2,NA,NA,0.8,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","All","2014-2015","All",0.49,0.28,0.23,NA,NA,0.77,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","All","2014-2015","All",0.46,0.26,0.28,NA,NA,0.72,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","All","2014-2015","All",0.56,0.18,0.25,NA,NA,0.75,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","3rd Grade","2014-2015","All",0.57,0.16,0.27,NA,NA,0.73,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","3rd Grade","2014-2015","All",0.58,0.24,0.19,NA,NA,0.81,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Major Content","3rd Grade","2014-2015","All",0.51,0.3,0.19,NA,NA,0.81,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","3rd Grade","2014-2015","All",0.58,0.21,0.21,NA,NA,0.79,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","4th Grade","2014-2015","All",0.63,0.24,0.13,NA,NA,0.87,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","4th Grade","2014-2015","All",0.31,0.36,0.33,NA,NA,0.67,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Major Content","4th Grade","2014-2015","All",0.59,0.29,0.13,NA,NA,0.87,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","4th Grade","2014-2015","All",0.68,0.15,0.17,NA,NA,0.83,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","5th Grade","2014-2015","All",0.56,0.19,0.24,NA,NA,0.76,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","5th Grade","2014-2015","All",0.35,0.36,0.29,NA,NA,0.71,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Major Content","5th Grade","2014-2015","All",0.58,0.25,0.17,NA,NA,0.83,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","5th Grade","2014-2015","All",0.63,0.19,0.18,NA,NA,0.82,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","6th Grade","2014-2015","All",0.73,0.17,0.09,NA,NA,0.91,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","6th Grade","2014-2015","All",0.42,0.25,0.33,NA,NA,0.67,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Major Content","6th Grade","2014-2015","All",0.73,0.2,0.06,NA,NA,0.94,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","6th Grade","2014-2015","All",0.86,0.09,0.05,NA,NA,0.95,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","7th Grade","2014-2015","All",0.7,0.14,0.16,NA,NA,0.84,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","7th Grade","2014-2015","All",0.22,0.42,0.36,NA,NA,0.64,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Major Content","7th Grade","2014-2015","All",0.64,0.26,0.1,NA,NA,0.9,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","7th Grade","2014-2015","All",0.36,0.36,0.28,NA,NA,0.72,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","8th Grade","2014-2015","All",0.82,0.15,0.03,NA,NA,0.97,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","8th Grade","2014-2015","All",0.64,0.12,0.24,NA,NA,0.76,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Major Content","8th Grade","2014-2015","All",0.82,0.06,0.12,NA,NA,0.88,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","8th Grade","2014-2015","All",0.85,0.06,0.09,NA,NA,0.91,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","All","2014-2015","All",0.63,0.19,0.18,NA,NA,0.82,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Expressing Mathematical Reasoning","All","2014-2015","All",0.41,0.31,0.28,NA,NA,0.72,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Major Content","All","2014-2015","All",0.6,0.26,0.14,NA,NA,0.86,NA
"0115","DC Preparatory Academy PCS","All","All","PARCC","Traditional","Official","Math - Modeling & Application","All","2014-2015","All",0.65,0.18,0.18,NA,NA,0.82,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","3rd Grade","2014-2015","All",0.27,0.19,0.54,NA,NA,0.46,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","3rd Grade","2014-2015","All",0.25,0.17,0.58,NA,NA,0.42,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","3rd Grade","2014-2015","All",0.27,0.21,0.52,NA,NA,0.48,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","3rd Grade","2014-2015","All",0.29,0.17,0.54,NA,NA,0.46,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","3rd Grade","2014-2015","All",0.27,0.08,0.65,NA,NA,0.35,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","4th Grade","2014-2015","All",0.2,0.29,0.51,NA,NA,0.49,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","4th Grade","2014-2015","All",0.28,0.16,0.57,NA,NA,0.43,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","4th Grade","2014-2015","All",0.25,0.22,0.54,NA,NA,0.46,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","4th Grade","2014-2015","All",0.26,0.19,0.55,NA,NA,0.45,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","4th Grade","2014-2015","All",0.26,0.09,0.65,NA,NA,0.35,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","5th Grade","2014-2015","All",0.3,0.25,0.45,NA,NA,0.55,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","5th Grade","2014-2015","All",0.42,0.2,0.38,NA,NA,0.62,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","5th Grade","2014-2015","All",0.27,0.29,0.43,NA,NA,0.57,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","5th Grade","2014-2015","All",0.29,0.25,0.46,NA,NA,0.54,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","5th Grade","2014-2015","All",0.33,0.17,0.5,NA,NA,0.5,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","6th Grade","2014-2015","All",0.24,0.36,0.4,NA,NA,0.6,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","6th Grade","2014-2015","All",0.31,0.37,0.32,NA,NA,0.68,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","6th Grade","2014-2015","All",0.23,0.3,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","6th Grade","2014-2015","All",0.23,0.18,0.59,NA,NA,0.41,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","6th Grade","2014-2015","All",0.26,0.44,0.3,NA,NA,0.7,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","7th Grade","2014-2015","All",0.36,0.24,0.4,NA,NA,0.6,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","7th Grade","2014-2015","All",0.35,0.3,0.36,NA,NA,0.64,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","7th Grade","2014-2015","All",0.38,0.24,0.38,NA,NA,0.62,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","7th Grade","2014-2015","All",0.3,0.16,0.54,NA,NA,0.46,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","7th Grade","2014-2015","All",0.38,0.26,0.37,NA,NA,0.63,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","8th Grade","2014-2015","All",0.27,0.32,0.4,NA,NA,0.6,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","8th Grade","2014-2015","All",0.26,0.26,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","8th Grade","2014-2015","All",0.29,0.26,0.45,NA,NA,0.55,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","8th Grade","2014-2015","All",0.25,0.27,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","8th Grade","2014-2015","All",0.19,0.27,0.54,NA,NA,0.46,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","All","2014-2015","All",0.26,0.26,0.48,NA,NA,0.52,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","All","2014-2015","All",0.28,0.25,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","All","2014-2015","All",0.27,0.24,0.5,NA,NA,0.5,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","All","2014-2015","All",0.26,0.21,0.53,NA,NA,0.47,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","All","2014-2015","All",0.25,0.23,0.53,NA,NA,0.47,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Informational Text","English II","2014-2015","All",0.14,0.14,0.72,NA,NA,0.28,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Knowledge and Use of Language Conventions","English II","2014-2015","All",0.04,0.22,0.74,NA,NA,0.26,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Literary Text","English II","2014-2015","All",0.16,0.1,0.74,NA,NA,0.26,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Vocabulary","English II","2014-2015","All",0.23,0.2,0.57,NA,NA,0.43,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Reading - Writing Expression","English II","2014-2015","All",0.04,0.13,0.83,NA,NA,0.17,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","3rd Grade","2014-2015","All",0.29,0.42,0.29,NA,NA,0.71,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","3rd Grade","2014-2015","All",0.33,0.25,0.42,NA,NA,0.58,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","3rd Grade","2014-2015","All",0.33,0.31,0.35,NA,NA,0.65,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","3rd Grade","2014-2015","All",0.35,0.23,0.42,NA,NA,0.58,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","4th Grade","2014-2015","All",0.36,0.25,0.39,NA,NA,0.61,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","4th Grade","2014-2015","All",0.16,0.28,0.57,NA,NA,0.43,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","4th Grade","2014-2015","All",0.25,0.22,0.54,NA,NA,0.46,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","4th Grade","2014-2015","All",0.38,0.13,0.49,NA,NA,0.51,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","5th Grade","2014-2015","All",0.32,0.34,0.33,NA,NA,0.67,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","5th Grade","2014-2015","All",0.29,0.34,0.37,NA,NA,0.63,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","5th Grade","2014-2015","All",0.25,0.28,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","5th Grade","2014-2015","All",0.38,0.22,0.41,NA,NA,0.59,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","6th Grade","2014-2015","All",0.24,0.43,0.33,NA,NA,0.67,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","6th Grade","2014-2015","All",0.21,0.26,0.53,NA,NA,0.47,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","6th Grade","2014-2015","All",0.18,0.32,0.5,NA,NA,0.5,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","6th Grade","2014-2015","All",0.12,0.41,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","7th Grade","2014-2015","All",0.26,0.28,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","7th Grade","2014-2015","All",0.23,0.17,0.59,NA,NA,0.41,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","7th Grade","2014-2015","All",0.3,0.24,0.46,NA,NA,0.54,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","7th Grade","2014-2015","All",0.2,0.36,0.44,NA,NA,0.56,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","8th Grade","2014-2015","All",0.28,0.22,0.5,NA,NA,0.5,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","8th Grade","2014-2015","All",0.2,0.21,0.6,NA,NA,0.4,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","8th Grade","2014-2015","All",0.28,0.21,0.51,NA,NA,0.49,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","8th Grade","2014-2015","All",0.28,0.28,0.44,NA,NA,0.56,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","Algebra I","2014-2015","All",0.16,0.24,0.6,NA,NA,0.4,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","Algebra I","2014-2015","All",0.07,0.33,0.6,NA,NA,0.4,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","Algebra I","2014-2015","All",0.17,0.19,0.64,NA,NA,0.36,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","Algebra I","2014-2015","All",0.13,0.21,0.66,NA,NA,0.34,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Additional & Supporting Content","All","2014-2015","All",0.23,0.3,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Expressing Mathematical Reasoning","All","2014-2015","All",0.19,0.25,0.57,NA,NA,0.43,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Major Content","All","2014-2015","All",0.22,0.24,0.55,NA,NA,0.45,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Current","Math - Modeling & Application","All","2014-2015","All",0.22,0.26,0.52,NA,NA,0.48,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","3rd Grade","2014-2015","All",0.31,0.14,0.55,NA,NA,0.45,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","3rd Grade","2014-2015","All",0.24,0.16,0.59,NA,NA,0.41,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","3rd Grade","2014-2015","All",0.31,0.2,0.49,NA,NA,0.51,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","3rd Grade","2014-2015","All",0.31,0.16,0.53,NA,NA,0.47,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","3rd Grade","2014-2015","All",0.29,0.08,0.63,NA,NA,0.37,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","4th Grade","2014-2015","All",0.3,0.2,0.5,NA,NA,0.5,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","4th Grade","2014-2015","All",0.36,0.15,0.49,NA,NA,0.51,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","4th Grade","2014-2015","All",0.36,0.19,0.45,NA,NA,0.55,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","4th Grade","2014-2015","All",0.34,0.19,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","4th Grade","2014-2015","All",0.38,0.11,0.51,NA,NA,0.49,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","5th Grade","2014-2015","All",0.39,0.23,0.39,NA,NA,0.61,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","5th Grade","2014-2015","All",0.57,0.17,0.25,NA,NA,0.75,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","5th Grade","2014-2015","All",0.37,0.21,0.41,NA,NA,0.59,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","5th Grade","2014-2015","All",0.35,0.28,0.37,NA,NA,0.63,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","5th Grade","2014-2015","All",0.47,0.16,0.37,NA,NA,0.63,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","6th Grade","2014-2015","All",0.24,0.36,0.4,NA,NA,0.6,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","6th Grade","2014-2015","All",0.31,0.36,0.32,NA,NA,0.68,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","6th Grade","2014-2015","All",0.23,0.28,0.49,NA,NA,0.51,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","6th Grade","2014-2015","All",0.24,0.18,0.58,NA,NA,0.42,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","6th Grade","2014-2015","All",0.27,0.44,0.29,NA,NA,0.71,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","7th Grade","2014-2015","All",0.39,0.23,0.38,NA,NA,0.62,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","7th Grade","2014-2015","All",0.38,0.28,0.34,NA,NA,0.66,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","7th Grade","2014-2015","All",0.41,0.25,0.34,NA,NA,0.66,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","7th Grade","2014-2015","All",0.34,0.15,0.52,NA,NA,0.48,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","7th Grade","2014-2015","All",0.41,0.24,0.35,NA,NA,0.65,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","8th Grade","2014-2015","All",0.46,0.3,0.24,NA,NA,0.76,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","8th Grade","2014-2015","All",0.41,0.27,0.32,NA,NA,0.68,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","8th Grade","2014-2015","All",0.43,0.24,0.33,NA,NA,0.67,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","8th Grade","2014-2015","All",0.42,0.25,0.33,NA,NA,0.67,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","8th Grade","2014-2015","All",0.35,0.28,0.36,NA,NA,0.64,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","All","2014-2015","All",0.31,0.24,0.45,NA,NA,0.55,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","All","2014-2015","All",0.33,0.24,0.43,NA,NA,0.57,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","All","2014-2015","All",0.32,0.21,0.46,NA,NA,0.54,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","All","2014-2015","All",0.31,0.2,0.48,NA,NA,0.52,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","All","2014-2015","All",0.31,0.22,0.47,NA,NA,0.53,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Informational Text","English II","2014-2015","All",0.13,0.14,0.72,NA,NA,0.28,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Knowledge and Use of Language Conventions","English II","2014-2015","All",0.04,0.21,0.75,NA,NA,0.25,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Literary Text","English II","2014-2015","All",0.16,0.1,0.73,NA,NA,0.27,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Vocabulary","English II","2014-2015","All",0.22,0.21,0.58,NA,NA,0.42,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Reading - Writing Expression","English II","2014-2015","All",0.04,0.13,0.82,NA,NA,0.18,NA
"0116","EL Haynes PCS","All","All","PARCC","Traditional","Official","Math - Additional & Supporting Content","3rd Grade","2014-2015","All",0.33,0.35,0.33,NA,NA,0.67,NA
