"lea_code","lea_name","school_code","school_name","assessment","assessmenttype","cohort","subject","grade","year","subgroup","percent_level_1","percent_level_2","percent_level_3","percent_level_4","percent_level_5","percent_proficient","percent_proficient_3+"
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.86,0.94
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.3,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.19,0.35
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.25,0.43
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.12,0.31
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.08,0.24
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.63,0.8
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.26,0.44
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.29,0.51
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","8th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.07,0.14
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","9th-12th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.28,0.46
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Asian",NA,NA,NA,NA,NA,0.53,0.73
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.15,0.35
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.22,0.46
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.66,0.82
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","White",NA,NA,NA,NA,NA,0.78,0.91
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Female",NA,NA,NA,NA,NA,0.3,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Male",NA,NA,NA,NA,NA,0.21,0.39
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","All",NA,NA,NA,NA,NA,0.25,0.45
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.13,0.33
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","English Learner",NA,NA,NA,NA,NA,0.12,0.31
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.64,0.82
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.27,0.47
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.29,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","All","2014-2015","Special Education",NA,NA,NA,NA,NA,0.06,0.12
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Asian",NA,NA,NA,NA,NA,0.58,0.74
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.21,0.42
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.25,0.46
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.65,0.83
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","White",NA,NA,NA,NA,NA,0.77,0.87
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Female",NA,NA,NA,NA,NA,0.36,0.58
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Male",NA,NA,NA,NA,NA,0.19,0.38
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","All",NA,NA,NA,NA,NA,0.28,0.48
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.16,0.37
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","English Learner",NA,NA,NA,NA,NA,0.08,0.22
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.6,0.79
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.31,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.33,0.55
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English I","2014-2015","Special Education",NA,NA,NA,NA,NA,0.02,0.08
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Asian",NA,NA,NA,NA,NA,0.43,0.62
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.19,0.35
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.28,0.47
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.86,0.93
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","White",NA,NA,NA,NA,NA,0.81,0.87
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Female",NA,NA,NA,NA,NA,0.33,0.51
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Male",NA,NA,NA,NA,NA,0.2,0.34
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","All",NA,NA,NA,NA,NA,0.27,0.43
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.15,0.3
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","English Learner",NA,NA,NA,NA,NA,0.05,0.23
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.64,0.8
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.29,0.45
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.31,0.49
"0001","District of Columbia Public Schools","All","All","All","All","Official","Reading","English II","2014-2015","Special Education",NA,NA,NA,NA,NA,0.03,0.08
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.6,0.9
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.18,0.43
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.26,0.56
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.71,0.88
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","White",NA,NA,NA,NA,NA,0.74,0.92
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.28,0.56
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.31,0.54
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","All",NA,NA,NA,NA,NA,0.3,0.55
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.18,0.44
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.26,0.55
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.65,0.88
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.31,0.55
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.33,0.61
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.08,0.18
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","3rd-8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.22,0.45
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.7,0.88
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.16,0.39
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.27,0.58
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.65,0.8
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.73,0.9
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.3,0.54
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.27,0.5
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.28,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.15,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.24,0.54
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.66,0.86
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.29,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.32,0.57
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","4th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.08,0.16
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.78,0.96
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.13,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.22,0.5
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.58,0.81
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.74,0.91
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.25,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.23,0.47
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.24,0.49
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.14,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.14,0.43
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.6,0.81
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.25,0.5
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.27,0.56
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","5th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.07,0.19
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.47,0.73
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.09,0.31
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.22,0.52
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.51,0.81
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.69,0.9
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.22,0.47
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.18,0.39
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.2,0.43
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.1,0.31
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.16,0.35
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.49,0.76
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.21,0.44
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.23,0.49
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","6th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.07,0.15
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Asian",NA,NA,NA,NA,NA,0.33,0.72
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.07,0.29
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.13,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.4,0.8
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.1,0.39
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.1,0.3
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.1,0.34
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.07,0.29
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.08,0.23
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.25,0.61
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.1,0.35
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.1,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","7th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.1,0.16
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.04,0.15
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.05,0.15
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","White",NA,NA,NA,NA,NA,0.28,0.56
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Female",NA,NA,NA,NA,NA,0.05,0.2
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Male",NA,NA,NA,NA,NA,0.04,0.13
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.05,0.16
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.04,0.14
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","English Learner",NA,NA,NA,NA,NA,0.05,0.12
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.12,0.34
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.05,0.17
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.04,0.2
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","8th Grade","2014-2015","Special Education",NA,NA,NA,NA,NA,0.06,0.08
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","9th-12th Grade","2014-2015","All",NA,NA,NA,NA,NA,0.12,0.35
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Asian",NA,NA,NA,NA,NA,0.37,0.78
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.13,0.36
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.11,0.28
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.32,0.62
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","White",NA,NA,NA,NA,NA,0.58,0.87
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Female",NA,NA,NA,NA,NA,0.22,0.47
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Male",NA,NA,NA,NA,NA,0.14,0.34
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","All",NA,NA,NA,NA,NA,0.18,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.09,0.28
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","English Learner",NA,NA,NA,NA,NA,0.05,0.16
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.42,0.74
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.2,0.45
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.2,0.45
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Algebra I","2014-2015","Special Education",NA,NA,NA,NA,NA,0.02,0.09
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Asian",NA,NA,NA,NA,NA,0.52,0.81
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.11,0.33
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.18,0.44
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.54,0.77
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","White",NA,NA,NA,NA,NA,0.66,0.88
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Female",NA,NA,NA,NA,NA,0.21,0.46
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Male",NA,NA,NA,NA,NA,0.19,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","All",NA,NA,NA,NA,NA,0.2,0.43
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.11,0.33
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","English Learner",NA,NA,NA,NA,NA,0.15,0.37
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.5,0.77
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.21,0.44
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.23,0.49
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","All","2014-2015","Special Education",NA,NA,NA,NA,NA,0.07,0.14
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Asian",NA,NA,NA,NA,NA,0.47,0.73
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Black/African American",NA,NA,NA,NA,NA,0.05,0.26
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Hispanic",NA,NA,NA,NA,NA,0.09,0.33
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Multiracial",NA,NA,NA,NA,NA,0.45,0.82
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","White",NA,NA,NA,NA,NA,0.5,0.83
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Female",NA,NA,NA,NA,NA,0.14,0.39
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Male",NA,NA,NA,NA,NA,0.1,0.32
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","All",NA,NA,NA,NA,NA,0.12,0.35
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Economically Disadvantaged",NA,NA,NA,NA,NA,0.04,0.22
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","English Learner",NA,NA,NA,NA,NA,0.04,0.17
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Not Economically Disadvantaged",NA,NA,NA,NA,NA,0.31,0.69
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Not Limited English Proficient",NA,NA,NA,NA,NA,0.13,0.37
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Not Special Education",NA,NA,NA,NA,NA,0.14,0.4
"0001","District of Columbia Public Schools","All","All","All","All","Official","Math","Geometry","2014-2015","Special Education",NA,NA,NA,NA,NA,0,0.06
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","3rd Grade","2014-2015","Black/African American",0.55,0.23,0.1,0.13,NA,0.23,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","3rd Grade","2014-2015","Male",0.44,0.26,0.15,0.15,NA,0.3,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","3rd Grade","2014-2015","All",0.56,0.19,0.11,0.14,NA,0.25,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","3rd Grade","2014-2015","Economically Disadvantaged",0.54,0.2,0.11,0.14,NA,0.26,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","3rd Grade","2014-2015","Not Limited English Proficient",0.56,0.22,0.09,0.12,NA,0.22,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","3rd Grade","2014-2015","Special Education",0.56,0.19,0.11,0.14,NA,0.25,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","3rd-8th Grade","2014-2015","All",0.38,0.2,0.26,0.17,NA,0.43,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","4th Grade","2014-2015","Black/African American",0.33,0.2,0.47,0,NA,0.47,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","4th Grade","2014-2015","All",0.41,0.15,0.44,0,NA,0.44,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","4th Grade","2014-2015","Economically Disadvantaged",0.42,0.16,0.42,0,NA,0.42,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","4th Grade","2014-2015","Not Limited English Proficient",0.39,0.19,0.42,0,NA,0.42,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","4th Grade","2014-2015","Special Education",0.41,0.15,0.44,0,NA,0.44,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","5th Grade","2014-2015","Black/African American",0.47,0.21,0.26,0.06,NA,0.32,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","5th Grade","2014-2015","Male",0.44,0.2,0.28,0.08,NA,0.36,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","5th Grade","2014-2015","All",0.46,0.22,0.24,0.08,NA,0.32,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","5th Grade","2014-2015","Economically Disadvantaged",0.46,0.23,0.26,0.06,NA,0.31,NA
"0001","District of Columbia Public Schools","All","All","All","Alternate","Current","Reading","5th Grade","2014-2015","Not Limited English Proficient",0.47,0.21,0.26,0.06,NA,0.32,NA
